Input,Match type,Approved symbol,Approved name,HGNC ID,Location
HRG,Alias symbol,NRG1,neuregulin 1,HGNC:7997,8p12
HRH1,Alias symbol,DHX8,DEAH-box helicase 8,HGNC:2749,17q21.31
HRH2,Alias symbol,DHX15,DEAH-box helicase 15,HGNC:2738,4p15.2
HSD17B7,Alias symbol,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2,HGNC:28120,10p11.1
HTRA3,Alias symbol,CAPN5,calpain 5,HGNC:1482,11q13.5
IFNA13,Alias symbol,IFNA1,interferon alpha 1,HGNC:5417,9p21.3
IK,Alias symbol,KCNN4,potassium calcium-activated channel subfamily N member 4,HGNC:6293,19q13.31
IL25,Alias symbol,MYDGF,myeloid derived growth factor,HGNC:16948,19p13.3
IL27,Alias symbol,IL17D,interleukin 17D,HGNC:5984,13q12.11
IMP3,Alias symbol,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,HGNC:28868,7p15.3
IMP3,Alias symbol,SPPL2A,signal peptide peptidase like 2A,HGNC:30227,15q21.2
IMP4,Alias symbol,SPPL2B,signal peptide peptidase like 2B,HGNC:30627,19p13.3
IMP4,Alias symbol,IPO4,importin 4,HGNC:19426,14q12
IQCH,Alias symbol,SPATA17,spermatogenesis associated 17,HGNC:25184,1q41
ISPD,Alias symbol,CRPPA,CDP-L-ribitol pyrophosphorylase A,HGNC:37276,7p21.2
ISY1,Alias symbol,RAB43,"RAB43, member RAS oncogene family",HGNC:19983,3q21.3
KLF14,Alias symbol,SP6,Sp6 transcription factor,HGNC:14530,17q21.32
KLHL6,Alias symbol,KLHL7,kelch like family member 7,HGNC:15646,7p15.3
KLK6,Alias symbol,KLK1,kallikrein 1,HGNC:6357,19q13.33
KLK7,Alias symbol,KLK6,kallikrein related peptidase 6,HGNC:6367,19q13.41
KPNA7,Alias symbol,KPNA6,karyopherin subunit alpha 6,HGNC:6399,1p35.2
KRTAP5-1,Alias symbol,KRTAP5-9,keratin associated protein 5-9,HGNC:23604,11q13.4
KRTAP5-11,Alias symbol,KRTAP5-5,keratin associated protein 5-5,HGNC:23601,11p15.5
KRTAP5-2,Alias symbol,KRTAP5-8,keratin associated protein 5-8,HGNC:23603,11q13.4
KRTAP5-3,Alias symbol,KRTAP5-7,keratin associated protein 5-7,HGNC:23602,11q13.4
KRTAP5-6,Alias symbol,KRTAP5-11,keratin associated protein 5-11,HGNC:23606,11q13.4
KRTAP5-8,Alias symbol,KRTAP5-2,keratin associated protein 5-2,HGNC:23597,11p15.5
KRTAP5-9,Alias symbol,KRTAP5-3,keratin associated protein 5-3,HGNC:23598,11p15.5
KSR2,Alias symbol,CNKSR2,connector enhancer of kinase suppressor of Ras 2,HGNC:19701,Xp22.12
LA16c-313D11.9,Alias symbol,STUB1-DT,STUB1 divergent transcript,HGNC:54519,16p13.3
LA16c-83F12.6,Alias symbol,PSLNR,prostate enriched lncRNA,HGNC:54405,22q11.1
LAMA3,Alias symbol,LAMA4,laminin subunit alpha 4,HGNC:6484,6q21
LAT,Alias symbol,SPNS1,sphingolipid transporter 1 (putative),HGNC:30621,16p11.2
LAT2,Alias symbol,SLC7A8,solute carrier family 7 member 8,HGNC:11066,14q11.2
LBH,Alias symbol,SMIM29,small integral membrane protein 29,HGNC:1340,6p21.31
LCA10,Alias symbol,CEP290,centrosomal protein 290,HGNC:29021,12q21.32
LCP1,Alias symbol,TOX4,TOX high mobility group box family member 4,HGNC:20161,14q11.2
LDB1,Alias symbol,LDB2,LIM domain binding 2,HGNC:6533,4p15.32
LIG1,Alias symbol,LRIG1,leucine rich repeats and immunoglobulin like domains 1,HGNC:17360,3p14.1
LIPA,Alias symbol,SCGB1D1,secretoglobin family 1D member 1,HGNC:18395,11q12.3
LNP1,Alias symbol,LNPK,"lunapark, ER junction formation factor",HGNC:21610,2q31.1
LOR,Alias symbol,LOXL2,lysyl oxidase like 2,HGNC:6666,8p21.3
LPPR2,Alias symbol,PLPPR2,phospholipid phosphatase related 2,HGNC:29566,19p13.2
LPPR3,Alias symbol,PLPPR3,phospholipid phosphatase related 3,HGNC:23497,19p13.3
LPPR4,Alias symbol,PLPPR4,phospholipid phosphatase related 4,HGNC:23496,1p21.3-p21.2
LPPR5,Alias symbol,PLPPR5,phospholipid phosphatase related 5,HGNC:31703,1p21.3
LRP1,Alias symbol,C1D,C1D nuclear receptor corepressor,HGNC:29911,2p14
LRP2BP,Alias symbol,ANKRD37,ankyrin repeat domain 37,HGNC:29593,4q35.1
LRP4,Alias symbol,CORIN,"corin, serine peptidase",HGNC:19012,4p12
MADD,Alias symbol,ETFA,electron transfer flavoprotein subunit alpha,HGNC:3481,15q24.2-q24.3
MAFA,Alias symbol,KLRG1,killer cell lectin like receptor G1,HGNC:6380,12p13.31
MAG,Alias symbol,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",HGNC:3434,19q13.32
MAGEA2,Alias symbol,MAGEA2B,MAGE family member A2B,HGNC:19340,Xq28
MAK,Alias symbol,ALPK3,alpha kinase 3,HGNC:17574,15q25.3
MAL,Alias symbol,MRTFA,myocardin related transcription factor A,HGNC:14334,22q13.1-q13.2
MAL,Alias symbol,TIRAP,TIR domain containing adaptor protein,HGNC:17192,11q24.2
MAP1A,Alias symbol,METAP1,methionyl aminopeptidase 1,HGNC:15789,4q23
MAP2,Alias symbol,METAP2,methionyl aminopeptidase 2,HGNC:16672,12q22
MAS1,Alias symbol,PMPCB,"peptidase, mitochondrial processing subunit beta",HGNC:9119,7q22.1
MAST1,Alias symbol,CLASP1,cytoplasmic linker associated protein 1,HGNC:17088,2q14.2-q14.3
MBP,Alias symbol,PRG2,"proteoglycan 2, pro eosinophil major basic protein",HGNC:9362,11q12.1
ME1,Alias symbol,PCDHB16,protocadherin beta 16,HGNC:14546,5q31.3
ME2,Alias symbol,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,HGNC:1850,22q13.31
ME2,Alias symbol,PCDHB11,protocadherin beta 11,HGNC:8682,5q31.3
ME3,Alias symbol,PCDHGA5,"protocadherin gamma subfamily A, 5",HGNC:8703,5q31
MED1,Alias symbol,MBD4,"methyl-CpG binding domain 4, DNA glycosylase",HGNC:6919,3q21.3
MED24,Alias symbol,MED22,mediator complex subunit 22,HGNC:11477,9q34.2
MED25,Alias symbol,MED9,mediator complex subunit 9,HGNC:25487,17p11.2
MET,Alias symbol,SLTM,SAFB like transcription modulator,HGNC:20709,15q22.1
MGA,Alias symbol,MGAM,maltase-glucoamylase,HGNC:7043,7q34
MGAT1,Alias symbol,MOGAT1,monoacylglycerol O-acyltransferase 1,HGNC:18210,2q36.1
MGAT2,Alias symbol,MOGAT2,monoacylglycerol O-acyltransferase 2,HGNC:23248,11q13.5
MGAT3,Alias symbol,MOGAT3,monoacylglycerol O-acyltransferase 3,HGNC:23249,7q22.1
MGC45922,Alias symbol,LINC01869,long intergenic non-protein coding RNA 1869,HGNC:25050,19q13.33
MIA2,Alias symbol,CFAP73,cilia and flagella associated protein 73,HGNC:37100,12q24.13
MICE,Alias symbol,CASP14,caspase 14,HGNC:1502,19p13.12
MIF,Alias symbol,S100A9,S100 calcium binding protein A9,HGNC:10499,1q21.3
MIP,Alias symbol,MIPEP,mitochondrial intermediate peptidase,HGNC:7104,13q12.12
MIP,Alias symbol,TNPO1,transportin 1,HGNC:6401,5q13.2
MIP,Alias symbol,MAFIP,MAFF interacting protein (pseudogene),HGNC:31102,14 unplaced
MLK4,Alias symbol,MAP3K21,mitogen-activated protein kinase kinase kinase 21,HGNC:29798,1q42.2
MLN,Alias symbol,MRLN,myoregulin,HGNC:48649,10q21.2
MOS,Alias symbol,MOCOS,molybdenum cofactor sulfurase,HGNC:18234,18q12.2
MPDZ,Alias symbol,LNX1,ligand of numb-protein X 1,HGNC:6657,4q12
MPP1,Alias symbol,KIF20B,kinesin family member 20B,HGNC:7212,10q23.31
MPP2,Alias symbol,FOXM1,forkhead box M1,HGNC:3818,12p13.33
MPP4,Alias symbol,ILF3,interleukin enhancer binding factor 3,HGNC:6038,19p13.2
MPP6,Alias symbol,MPHOSPH6,M-phase phosphoprotein 6,HGNC:7214,16q23.3
MPP7,Alias symbol,CHAF1B,chromatin assembly factor 1 subunit B,HGNC:1911,21q22.12-q22.13
MRPL27,Alias symbol,MRPL41,mitochondrial ribosomal protein L41,HGNC:14492,9q34.3
MRPS28,Alias symbol,MRPS35,mitochondrial ribosomal protein S35,HGNC:16635,12p11.22
MRPS35,Alias symbol,MRPS28,mitochondrial ribosomal protein S28,HGNC:14513,8q21.13
MS4A1,Alias symbol,MS4A2,membrane spanning 4-domains A2,HGNC:7316,11q12.1
MS4A10,Alias symbol,MS4A12,membrane spanning 4-domains A12,HGNC:13370,11q12.2
MS4A2,Alias symbol,MS4A1,membrane spanning 4-domains A1,HGNC:7315,11q12.2
MS4A7,Alias symbol,MS4A4A,membrane spanning 4-domains A4A,HGNC:13371,11q12.2
MS4A8,Alias symbol,MS4A7,membrane spanning 4-domains A7,HGNC:13378,11q12.2
MSL1,Alias symbol,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,HGNC:11155,20p12.1
MST1,Alias symbol,STK4,serine/threonine kinase 4,HGNC:11408,20q13.12
MTCP1,Alias symbol,SH2D1A,SH2 domain containing 1A,HGNC:10820,Xq25
MTF1,Alias symbol,MELTF,melanotransferrin,HGNC:7037,3q29
MTF1,Alias symbol,MYT1,myelin transcription factor 1,HGNC:7622,20q13.33
MYH14,Alias symbol,MYH7B,myosin heavy chain 7B,HGNC:15906,20q11.22
MYO1C,Alias symbol,MYO1E,myosin IE,HGNC:7599,15q22.2
MYT1,Alias symbol,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",HGNC:29650,16p13.3
NAF1,Alias symbol,TNIP1,TNFAIP3 interacting protein 1,HGNC:16903,5q33.1
NANOGP2,Alias symbol,NANOGP4,Nanog homeobox pseudogene 4,HGNC:23102,7p14.3
NANOGP3,Alias symbol,NANOGP7,Nanog homeobox pseudogene 7,HGNC:23105,14q32.12
NANOGP4,Alias symbol,NANOGP2,Nanog homeobox pseudogene 2,HGNC:23100,2q36.1
NAPA,Alias symbol,NAPSA,napsin A aspartic peptidase,HGNC:13395,19q13.33
NAPB,Alias symbol,NAPSB,"napsin B aspartic peptidase, pseudogene",HGNC:13396,19q13.33
NARF,Alias symbol,RNF138,ring finger protein 138,HGNC:17765,18q12.1
NAT1,Alias symbol,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,HGNC:3297,11p15.4
NAT2,Alias symbol,SLC38A1,solute carrier family 38 member 1,HGNC:13447,12q13.11
NBN,Alias symbol,ARTN,artemin,HGNC:727,1p34.1
NEK8,Alias symbol,NEK9,NIMA related kinase 9,HGNC:18591,14q24.3
NET1,Alias symbol,PRPF38B,pre-mRNA processing factor 38B,HGNC:25512,1p13.3
NGB,Alias symbol,GTPBP4,GTP binding protein 4,HGNC:21535,10p15.3
NLK,Alias symbol,GPI,glucose-6-phosphate isomerase,HGNC:4458,19q13.11
NMB,Alias symbol,GPNMB,glycoprotein nmb,HGNC:4462,7p15.3
NME1,Alias symbol,RMRP,RNA component of mitochondrial RNA processing endoribonuclease,HGNC:10031,9p13.3
NOP9,Alias symbol,LTB4R2,leukotriene B4 receptor 2,HGNC:19260,14q12
NOS1,Alias symbol,NANOS1,nanos C2HC-type zinc finger 1,HGNC:23044,10q26.11
NOS2,Alias symbol,NANOS2,nanos C2HC-type zinc finger 2,HGNC:23292,19q13.32
NOS3,Alias symbol,NANOS3,nanos C2HC-type zinc finger 3,HGNC:22048,19p13.12
NOV,Alias symbol,RPL10,ribosomal protein L10,HGNC:10298,Xq28
NOV,Alias symbol,PLXNA1,plexin A1,HGNC:9099,3q21.3
NPR2,Alias symbol,NPRL2,"NPR2 like, GATOR1 complex subunit",HGNC:24969,3p21.31
NPR3,Alias symbol,NPRL3,"NPR3 like, GATOR1 complex subunit",HGNC:14124,16p13.3
NRAP,Alias symbol,NOL6,nucleolar protein 6,HGNC:19910,9p13.3
NRF1,Alias symbol,NFE2L1,"nuclear factor, erythroid 2 like 1",HGNC:7781,17q21.32
NRP2,Alias symbol,NELL2,neural EGFL like 2,HGNC:7751,12q12
NSL1,Alias symbol,KANSL1,KAT8 regulatory NSL complex subunit 1,HGNC:24565,17q21.31
NTN4,Alias symbol,MLF2,myeloid leukemia factor 2,HGNC:7126,12p13.31
Nkx2-2as,Alias symbol,NKX2-2-AS1,NKX2-2 antisense RNA 1,HGNC:37154,20p11.22
ODC1,Alias symbol,SLC25A21,solute carrier family 25 member 21,HGNC:14411,14q13.3
ODCP,Alias symbol,AZIN2,antizyme inhibitor 2,HGNC:29957,1p35.1
OPA1,Alias symbol,MED12,mediator complex subunit 12,HGNC:11957,Xq13.1
ORC1,Alias symbol,SLC25A15,solute carrier family 25 member 15,HGNC:10985,13q14.11
OSM,Alias symbol,CCM2,CCM2 scaffold protein,HGNC:21708,7p13
OSR1,Alias symbol,OSER1,oxidative stress responsive serine rich 1,HGNC:16105,20q13.12
PAK1,Alias symbol,PKN1,protein kinase N1,HGNC:9405,19p13.12
PAK3,Alias symbol,ARHGEF7,Rho guanine nucleotide exchange factor 7,HGNC:15607,13q34
PAK5,Alias symbol,PAK6,p21 (RAC1) activated kinase 6,HGNC:16061,15q15.1
PAM,Alias symbol,MYCBP2,MYC binding protein 2,HGNC:23386,13q22.3
PAN2,Alias symbol,NLRP4,NLR family pyrin domain containing 4,HGNC:22943,19q13.43
PAN2,Alias symbol,RDH14,retinol dehydrogenase 14,HGNC:19979,2p24.2
PAN3,Alias symbol,NLRP6,NLR family pyrin domain containing 6,HGNC:22944,11p15.5
PAPL,Alias symbol,ACP7,"acid phosphatase 7, tartrate resistant (putative)",HGNC:33781,19q13.2
PC,Alias symbol,PODXL,podocalyxin like,HGNC:9171,7q32.3
PCM1,Alias symbol,MBD1,methyl-CpG binding domain protein 1,HGNC:6916,18q21.1
PDC,Alias symbol,PNKD,PNKD metallo-beta-lactamase domain containing,HGNC:9153,2q35
PDF,Alias symbol,GDF15,growth differentiation factor 15,HGNC:30142,19p13.11
PDK1,Alias symbol,PDPK1,3-phosphoinositide dependent protein kinase 1,HGNC:8816,16p13.3
PDP1,Alias symbol,PLPP6,phospholipid phosphatase 6,HGNC:23682,9p24.1
PDX1,Alias symbol,PDHX,pyruvate dehydrogenase complex component X,HGNC:21350,11p13
PER1,Alias symbol,PGAP3,post-GPI attachment to proteins phospholipase 3,HGNC:23719,17q12
PGAM1,Alias symbol,PGAM4,phosphoglycerate mutase family member 4,HGNC:21731,Xq21.1
PGP,Alias symbol,PGPEP1,pyroglutamyl-peptidase I,HGNC:13568,19p13.11
PGS1,Alias symbol,TPGS1,tubulin polyglutamylase complex subunit 1,HGNC:25058,19p13.3
PIGF,Alias symbol,PGF,placental growth factor,HGNC:8893,14q24.3
PIM1,Alias symbol,LONP1,"lon peptidase 1, mitochondrial",HGNC:9479,19p13.2
PISD,Alias symbol,SFI1,SFI1 centrin binding protein,HGNC:29064,22q12.2
PKD2,Alias symbol,PRKD2,protein kinase D2,HGNC:17293,19q13.32
PLAC8,Alias symbol,LGALS13,galectin 13,HGNC:15449,19q13.2
PMP22,Alias symbol,PXMP2,peroxisomal membrane protein 2,HGNC:9716,12q24.33
PNP,Alias symbol,PPY,pancreatic polypeptide,HGNC:9327,17q21.31
POLH,Alias symbol,POLQ,DNA polymerase theta,HGNC:9186,3q13.33
POLK,Alias symbol,TENT4A,terminal nucleotidyltransferase 4A,HGNC:16705,5p15.31
POLQ,Alias symbol,POLK,DNA polymerase kappa,HGNC:9183,5q13.3
POM121,Alias symbol,POMZP3,POM121 and ZP3 fusion,HGNC:9203,7q11.23
POMP,Alias symbol,NT5C3A,"5'-nucleotidase, cytosolic IIIA",HGNC:17820,7p14.3
POP1,Alias symbol,BVES,blood vessel epicardial substance,HGNC:1152,6q21
POP1,Alias symbol,PYDC1,pyrin domain containing 1,HGNC:30261,16p11.2
POP4,Alias symbol,NLRP2B,NLR family pyrin domain containing 2B,HGNC:29887,Xp11.21
POR,Alias symbol,PORCN,porcupine O-acyltransferase,HGNC:17652,Xp11.23
PPAT,Alias symbol,COASY,Coenzyme A synthase,HGNC:29932,17q21.2
PPOX,Alias symbol,HCRT,hypocretin neuropeptide precursor,HGNC:4847,17q21.2
PRB1,Alias symbol,RBL1,RB transcriptional corepressor like 1,HGNC:9893,20q11.23
PRCAT47,Alias symbol,ARLNC1,androgen receptor regulated long noncoding RNA 1,HGNC:53032,16q23.2
PRDX6,Alias symbol,PRDX5,peroxiredoxin 5,HGNC:9355,11q13.1
PREP,Alias symbol,PITRM1,pitrilysin metallopeptidase 1,HGNC:17663,10p15.2
PRG2,Alias symbol,PXDN,peroxidasin,HGNC:14966,2p25.3
PRG2,Alias symbol,PLPPR3,phospholipid phosphatase related 3,HGNC:23497,19p13.3
PRG3,Alias symbol,AIFM2,apoptosis inducing factor mitochondria associated 2,HGNC:21411,10q22.1
PRODH2,Alias symbol,PRODH,proline dehydrogenase 1,HGNC:9453,22q11.21
PRR4,Alias symbol,NECTIN4,nectin cell adhesion molecule 4,HGNC:19688,1q23.3
PRX,Alias symbol,PRDX6,peroxiredoxin 6,HGNC:16753,1q25.1
PSAP,Alias symbol,MTCH1,mitochondrial carrier 1,HGNC:17586,6p21.2
PSG1,Alias symbol,PSG2,pregnancy specific beta-1-glycoprotein 2,HGNC:9519,19q13.31
PTH2,Alias symbol,PTRH2,peptidyl-tRNA hydrolase 2,HGNC:24265,17q23.1
PTH2,Alias symbol,PTENP1,phosphatase and tensin homolog pseudogene 1,HGNC:9589,9p13.3
PTPRO,Alias symbol,PTPRU,protein tyrosine phosphatase receptor type U,HGNC:9683,1p35.3
PVALB,Alias symbol,MB,myoglobin,HGNC:6915,22q12.3
PXN,Alias symbol,PXDN,peroxidasin,HGNC:14966,2p25.3
RAB11B,Alias symbol,RAB43,"RAB43, member RAS oncogene family",HGNC:19983,3q21.3
RAB41,Alias symbol,RAB43,"RAB43, member RAS oncogene family",HGNC:19983,3q21.3
RAC1,Alias symbol,RNASE1,"ribonuclease A family member 1, pancreatic",HGNC:10044,14q11.2
RAC3,Alias symbol,NCOA3,nuclear receptor coactivator 3,HGNC:7670,20q13.12
RAD1,Alias symbol,RNASE6,ribonuclease A family member k6,HGNC:10048,14q11.2
RAD1,Alias symbol,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",HGNC:3436,16p13.12
RAE1,Alias symbol,RNASE7,ribonuclease A family member 7,HGNC:19278,14q11.2
RAF1,Alias symbol,RNASE3,ribonuclease A family member 3,HGNC:10046,14q11.2
RAI1,Alias symbol,RNASE12,ribonuclease A family member 12 (inactive),HGNC:24211,14q11.2
RASSF4,Alias symbol,RIN2,Ras and Rab interactor 2,HGNC:18750,20p11.23
RAX,Alias symbol,PRKRA,protein activator of interferon induced protein kinase EIF2AK2,HGNC:9438,2q31.2
RBM5-AS1,Alias symbol,SEMA3F-AS1,SEMA3F antisense RNA 1,HGNC:40518,3p21.31
RBM8B,Alias symbol,RBM8A,RNA binding motif protein 8A,HGNC:9905,1q21.1
RBP1,Alias symbol,ARID4A,AT-rich interaction domain 4A,HGNC:9885,14q23.1
RBP2,Alias symbol,RIMBP2,RIMS binding protein 2,HGNC:30339,12q24.33
RBP3,Alias symbol,E2F1,E2F transcription factor 1,HGNC:3113,20q11.22
REN,Alias symbol,KCTD11,potassium channel tetramerization domain containing 11,HGNC:21302,17p13.1
RFC1,Alias symbol,SLC19A1,solute carrier family 19 member 1,HGNC:10937,21q22.3
RGP1,Alias symbol,RGPD1,RANBP2 like and GRIP domain containing 1,HGNC:32414,2p11.2
RGR,Alias symbol,RGL4,ral guanine nucleotide dissociation stimulator like 4,HGNC:31911,22q11.23
RGS13,Alias symbol,RGS18,regulator of G protein signaling 18,HGNC:14261,1q31.2
RHEB,Alias symbol,RHEBP1,RHEB pseudogene 1,HGNC:10010,10q11.22
RHO,Alias symbol,RHOD,ras homolog family member D,HGNC:670,11q13.2
RIF1,Alias symbol,INSL6,insulin like 6,HGNC:6089,9p24.1
RIF1,Alias symbol,LRIF1,ligand dependent nuclear receptor interacting factor 1,HGNC:30299,1p13.3
RILP,Alias symbol,PRICKLE1,prickle planar cell polarity protein 1,HGNC:17019,12q12
RLF,Alias symbol,INSL3,insulin like 3,HGNC:6086,19p13.11
RNASE9,Alias symbol,RNASE10,ribonuclease A family member 10 (inactive),HGNC:19275,14q11.2
RNH1,Alias symbol,RNASEH1P1,ribonuclease H1 pseudogene 1,HGNC:10049,17p11.2
ROR1,Alias symbol,RORA,RAR related orphan receptor A,HGNC:10258,15q22.2
ROR2,Alias symbol,RORA,RAR related orphan receptor A,HGNC:10258,15q22.2
RP1,Alias symbol,STK19,serine/threonine kinase 19,HGNC:11398,6p21.33
RP1,Alias symbol,MAPRE2,microtubule associated protein RP/EB family member 2,HGNC:6891,18q12.1-q12.2
RP1-68D18.4,Alias symbol,CD44-AS1,CD44 antisense RNA 1,HGNC:40133,11p13
RP1-90G24.10,Alias symbol,SLC5A4-AS1,SLC5A4 antisense RNA 1,HGNC:53163,22q12.3
RP1-90J4.1,Alias symbol,LINC02156,long intergenic non-protein coding RNA 2156,HGNC:53017,12q13.11
RP1-93H18.6,Alias symbol,CALHM6-AS1,CALHM6 antisense RNA 1,HGNC:40971,6q22.1
RP11-101C11.1,Alias symbol,MIR4422HG,MIR4422 host gene,HGNC:53113,1p32.3
RP11-108K3.1,Alias symbol,MIR4713HG,MIR4713 host gene,HGNC:53124,15q21.2
RP11-1094M14.11,Alias symbol,SNHG30,small nucleolar RNA host gene 30,HGNC:52836,17q12
RP11-1101K5.1,Alias symbol,LINC02237,long intergenic non-protein coding RNA 2237,HGNC:53108,8q23.3
RP11-1149O23.2,Alias symbol,TNFRSF10A-AS1,TNFRSF10A antisense RNA 1,HGNC:53164,8p21.3
RP11-126L15.4,Alias symbol,SLC12A9-AS1,SLC12A9 antisense RNA 1,HGNC:40807,7q22.1
RP11-127L21.1,Alias symbol,LINC02578,long intergenic non-protein coding RNA 2578,HGNC:53750,9q33.1
RP11-137J7.2,Alias symbol,NMBR-AS1,NMBR antisense RNA 1,HGNC:40406,6q24.1
RP11-169F17.1,Alias symbol,LINC02864,long intergenic non-protein coding RNA 2864,HGNC:54480,18q22.3
RP11-169K16.4,Alias symbol,SLC25A34-AS1,SLC25A34 and TMEM82 antisense RNA 1,HGNC:53623,1p36.21
RP11-181G12.2,Alias symbol,PRKCZ-AS1,PRKCZ antisense RNA 1,HGNC:40477,1p36.33
RP11-189E14.4,Alias symbol,LINC02179,long intergenic non-protein coding RNA 2179,HGNC:53041,16q12.1
RP11-190D6.2,Alias symbol,WWOX-AS1,WWOX antisense RNA 1,HGNC:53169,16q23.1
RP11-20G13.3,Alias symbol,LINC02244,long intergenic non-protein coding RNA 2244,HGNC:53929,15q26.3
RP11-248E9.5,Alias symbol,LINC02258,long intergenic non-protein coding RNA 2258,HGNC:53165,12q21.32
RP11-275I14.4,Alias symbol,ACBD3-AS1,ACBD3 antisense RNA 1,HGNC:40701,1q42.12
RP11-284F21.9,Alias symbol,BCAN-AS1,BCAN antisense RNA 1,HGNC:55233,1q23.1
RP11-288L9.1,Alias symbol,LINC02574,long intergenic non-protein coding RNA 2574,HGNC:53746,1p35.3
RP11-307C12.11,Alias symbol,DCST1-AS1,DCST1 antisense RNA 1,HGNC:41147,1q21.3
RP11-308N19.1,Alias symbol,LINC01505,long intergenic non-protein coding RNA 1505,HGNC:51186,9q31.2
RP11-326A19.4,Alias symbol,CARMAL,coronary artery disease region linked MFGE8 regulatory lncRNA,HGNC:55102,15q26.1
RP11-327J17.1,Alias symbol,LINC02157,long intergenic non-protein coding RNA 2157,HGNC:53018,15q26.2
RP11-332J15.1,Alias symbol,LINC02236,long intergenic non-protein coding RNA 2236,HGNC:53107,5p15.31
RP11-334E6.12,Alias symbol,THY1-AS1,THY1 antisense RNA 1,HGNC:54852,11q23.3
RP11-350G8.5,Alias symbol,IL6R-AS1,IL6R antisense RNA 1,HGNC:53716,1q21.3
RP11-354A14.1,Alias symbol,LINC02235,long intergenic non-protein coding RNA 2235,HGNC:53106,8q21.13
RP11-359E19.2,Alias symbol,LINC02866,long intergenic non-protein coding RNA 2866,HGNC:54518,8p11.21
RP11-366L20.2,Alias symbol,HMGA2-AS1,HMGA2 antisense RNA 1,HGNC:53973,12q14.3
RP11-392P7.6,Alias symbol,GPRC5D-AS1,GPRC5D and HEBP1 antisense RNA 1,HGNC:53599,12p13.1
RP11-396F22.1,Alias symbol,CPNE8-AS1,CPNE8 antisense RNA 1,HGNC:53937,12q12
RP11-397D12.4,Alias symbol,LINC01627,long intergenic non-protein coding RNA 1627,HGNC:52258,9p13.2
RP11-400N13.2,Alias symbol,LINC02474,long intergenic non-protein coding RNA 2474,HGNC:53417,1q41
RP11-400N13.3,Alias symbol,LINC01705,long intergenic non-protein coding RNA 1705,HGNC:52493,1q41
RP11-442H21.2,Alias symbol,DDIT4-AS1,DDIT4 antisense RNA 1,HGNC:52379,10q22.1
RP11-445P17.8,Alias symbol,LINC02561,long intergenic non-protein coding RNA 2561,HGNC:53601,10p15.1
RP11-44F21.5,Alias symbol,LINC02562,long intergenic non-protein coding RNA 2562,HGNC:53602,4q13.3
RP11-455B3.1,Alias symbol,LINC02234,long intergenic non-protein coding RNA 2234,HGNC:53105,5q15
RP11-456D7.1,Alias symbol,SKAP1-AS1,SKAP1 antisense RNA 1,HGNC:53166,17q21.32
RP11-462G12.2,Alias symbol,LINC02861,long intergenic non-protein coding RNA 2861,HGNC:54406,16p13.3
RP11-465L10.10,Alias symbol,SLC12A5-AS1,SLC12A5 and MMP9 antisense RNA 1,HGNC:53143,20q13.12
RP11-480I12.5,Alias symbol,TUBA5P,"tubulin alpha 5, pseudogene",HGNC:54799,1q32.1
RP11-517C16.2,Alias symbol,ATP2C2-AS1,ATP2C2 antisense RNA 1,HGNC:53167,16q24.1
RP11-523H24.3,Alias symbol,PSPC1-AS2,PSPC1 antisense RNA 2,HGNC:52951,13q12.11
RP11-532F12.5,Alias symbol,SPINT1-AS1,SPINT1 antisense RNA 1,HGNC:53162,15q15.1
RP11-54A9.1,Alias symbol,LNCOG,lncRNA osteogenesis associated,HGNC:53336,12q21.2
RP11-567G11.1,Alias symbol,LINC02041,long intergenic non-protein coding RNA 2041,HGNC:52881,3q27.3
